source = 44_1.14_file-io.USDJPY.Period-H1.Days-1900.Bars-45600.20180511_181208.csv (C:\WORKS_2\WS\WS_Others\prog\D-7\2_2\VIRTUAL\Admin_Projects\curr\data\csv)
Max	idx_Start	idxOf_SumMax	idx(when ended)	dateTime_Local(started)	dateTime_Local(max)	dateTime_Local(ended)	dateTime(started)	dateTime(max)	dateTime(ended)	price_Close(started)	price_Close(max)	price_Close(ended)	BB_2S(max)	BB_1S(max)	BB_Main(max)	BB_M1S(max)	BB_M2S(max)
0.004000	1069	1069	1070	2018.03.24 05:00	2018.03.24 05:00	2018.03.24 06:00	2018.03.23 22:00	2018.03.23 22:00	2018.03.23 23:00	104.805	104.805	104.712	105.156	105.038	104.921	104.804	104.687
2.265000	1071	1141	1211	2018.03.26 07:00	2018.03.29 05:00	2018.04.03 03:00	2018.03.26 00:00	2018.03.28 22:00	2018.04.02 20:00	104.661	106.966	105.666	106.941	106.460	105.978	105.497	105.016
0.995000	1212	1237	1251	2018.04.03 04:00	2018.04.04 05:00	2018.04.04 19:00	2018.04.02 21:00	2018.04.03 22:00	2018.04.04 12:00	105.848	106.647	106.169	106.744	106.474	106.205	105.935	105.666
1.335000	1253	1281	1308	2018.04.04 21:00	2018.04.06 01:00	2018.04.07 04:00	2018.04.04 14:00	2018.04.05 18:00	2018.04.06 21:00	106.173	107.478	106.840	107.385	107.195	107.005	106.815	106.625
0.117000	1309	1313	1314	2018.04.07 05:00	2018.04.09 09:00	2018.04.09 10:00	2018.04.06 22:00	2018.04.09 02:00	2018.04.09 03:00	106.870	106.957	106.887	107.558	107.351	107.143	106.935	106.727
0.249000	1315	1323	1326	2018.04.09 11:00	2018.04.09 19:00	2018.04.09 22:00	2018.04.09 04:00	2018.04.09 12:00	2018.04.09 15:00	106.916	107.143	106.964	107.178	107.082	106.987	106.892	106.796
0.100000	1327	1329	1330	2018.04.09 23:00	2018.04.10 01:00	2018.04.10 02:00	2018.04.09 16:00	2018.04.09 18:00	2018.04.09 19:00	107.003	107.066	106.935	107.158	107.083	107.008	106.932	106.857
0.101000	1334	1335	1336	2018.04.10 06:00	2018.04.10 07:00	2018.04.10 08:00	2018.04.09 23:00	2018.04.10 00:00	2018.04.10 01:00	106.742	106.786	106.732	107.233	107.103	106.973	106.844	106.714
0.022000	1337	1337	1338	2018.04.10 09:00	2018.04.10 09:00	2018.04.10 10:00	2018.04.10 02:00	2018.04.10 02:00	2018.04.10 03:00	106.754	106.754	106.684	107.241	107.094	106.948	106.802	106.656
0.495000	1339	1344	1345	2018.04.10 11:00	2018.04.10 16:00	2018.04.10 17:00	2018.04.10 04:00	2018.04.10 09:00	2018.04.10 10:00	106.928	107.173	106.901	107.271	107.105	106.938	106.771	106.605
0.185000	1346	1350	1351	2018.04.10 18:00	2018.04.10 22:00	2018.04.10 23:00	2018.04.10 11:00	2018.04.10 15:00	2018.04.10 16:00	106.982	107.086	106.970	107.274	107.106	106.938	106.771	106.603
0.351000	1352	1355	1361	2018.04.11 00:00	2018.04.11 03:00	2018.04.11 09:00	2018.04.10 17:00	2018.04.10 20:00	2018.04.11 02:00	107.165	107.322	107.128	107.388	107.215	107.043	106.870	106.698
0.026000	1364	1364	1365	2018.04.11 12:00	2018.04.11 12:00	2018.04.11 13:00	2018.04.11 05:00	2018.04.11 05:00	2018.04.11 06:00	107.120	107.120	107.060	107.331	107.226	107.121	107.016	106.911
0.046000	1367	1367	1369	2018.04.11 15:00	2018.04.11 15:00	2018.04.11 17:00	2018.04.11 08:00	2018.04.11 08:00	2018.04.11 10:00	107.066	107.066	107.007	107.309	107.221	107.134	107.046	106.958
0.070000	1375	1375	1376	2018.04.11 23:00	2018.04.11 23:00	2018.04.12 00:00	2018.04.11 16:00	2018.04.11 16:00	2018.04.11 17:00	106.900	106.900	106.707	107.277	107.162	107.048	106.933	106.818
0.226000	1377	1380	1382	2018.04.12 01:00	2018.04.12 04:00	2018.04.12 06:00	2018.04.11 18:00	2018.04.11 21:00	2018.04.11 23:00	106.773	106.932	106.786	107.196	107.077	106.958	106.838	106.719
0.138000	1384	1391	1394	2018.04.12 08:00	2018.04.12 15:00	2018.04.12 18:00	2018.04.12 01:00	2018.04.12 08:00	2018.04.12 11:00	106.799	106.933	106.823	106.957	106.903	106.848	106.793	106.738
0.893000	1395	1422	1436	2018.04.12 19:00	2018.04.13 22:00	2018.04.16 12:00	2018.04.12 12:00	2018.04.13 15:00	2018.04.16 05:00	106.916	107.698	107.198	107.778	107.604	107.429	107.255	107.081
0.049000	1437	1437	1439	2018.04.16 13:00	2018.04.16 13:00	2018.04.16 15:00	2018.04.16 06:00	2018.04.16 06:00	2018.04.16 08:00	107.250	107.250	107.207	107.770	107.631	107.493	107.354	107.216
0.006000	1440	1440	1441	2018.04.16 16:00	2018.04.16 16:00	2018.04.16 17:00	2018.04.16 09:00	2018.04.16 09:00	2018.04.16 10:00	107.216	107.216	107.207	107.739	107.586	107.432	107.279	107.126
0.145000	1443	1445	1447	2018.04.16 19:00	2018.04.16 21:00	2018.04.16 23:00	2018.04.16 12:00	2018.04.16 14:00	2018.04.16 16:00	107.202	107.334	107.212	107.579	107.458	107.336	107.215	107.094
0.047000	1448	1449	1450	2018.04.17 00:00	2018.04.17 01:00	2018.04.17 02:00	2018.04.16 17:00	2018.04.16 18:00	2018.04.16 19:00	107.252	107.257	107.114	107.534	107.419	107.304	107.189	107.074
0.075000	1452	1453	1457	2018.04.17 04:00	2018.04.17 05:00	2018.04.17 09:00	2018.04.16 21:00	2018.04.16 22:00	2018.04.17 02:00	107.084	107.135	107.054	107.417	107.322	107.228	107.134	107.039
0.008000	1458	1458	1459	2018.04.17 10:00	2018.04.17 10:00	2018.04.17 11:00	2018.04.17 03:00	2018.04.17 03:00	2018.04.17 04:00	107.069	107.069	107.000	107.335	107.255	107.175	107.095	107.015
0.072000	1460	1461	1463	2018.04.17 12:00	2018.04.17 13:00	2018.04.17 15:00	2018.04.17 05:00	2018.04.17 06:00	2018.04.17 08:00	107.043	107.073	106.999	107.333	107.241	107.149	107.057	106.965
0.225000	1465	1470	1474	2018.04.17 17:00	2018.04.17 22:00	2018.04.18 02:00	2018.04.17 10:00	2018.04.17 15:00	2018.04.17 19:00	106.996	107.140	106.943	107.174	107.116	107.059	107.001	106.944

