source = 44_1.14_file-io.AUDJPY.Period-H1.Days-1900.Bars-45600.20180511_181322.csv (C:\WORKS_2\WS\WS_Others\prog\D-7\2_2\VIRTUAL\Admin_Projects\curr\data\csv)
Max	idx_Start	idxOf_SumMax	idx(when ended)	dateTime_Local(started)	dateTime_Local(max)	dateTime_Local(ended)	dateTime(started)	dateTime(max)	dateTime(ended)	price_Close(started)	price_Close(max)	price_Close(ended)	BB_2S(max)	BB_1S(max)	BB_Main(max)	BB_M1S(max)	BB_M2S(max)
0.150000	924	927	928	2018.03.16 04:00	2018.03.16 07:00	2018.03.16 08:00	2018.03.15 21:00	2018.03.16 00:00	2018.03.16 01:00	82.847	82.932	82.801	83.670	83.407	83.145	82.883	82.621
0.006000	929	929	930	2018.03.16 09:00	2018.03.16 09:00	2018.03.16 10:00	2018.03.16 02:00	2018.03.16 02:00	2018.03.16 03:00	82.806	82.806	82.642	83.550	83.310	83.070	82.830	82.590
0.270000	934	936	937	2018.03.16 14:00	2018.03.16 16:00	2018.03.16 17:00	2018.03.16 07:00	2018.03.16 09:00	2018.03.16 10:00	82.480	82.643	82.350	83.192	82.984	82.775	82.567	82.358
0.090000	938	938	939	2018.03.16 18:00	2018.03.16 18:00	2018.03.16 19:00	2018.03.16 11:00	2018.03.16 11:00	2018.03.16 12:00	82.440	82.440	82.324	83.113	82.909	82.704	82.499	82.295
0.160000	942	943	944	2018.03.16 22:00	2018.03.16 23:00	2018.03.17 00:00	2018.03.16 15:00	2018.03.16 16:00	2018.03.16 17:00	82.103	82.164	82.013	83.076	82.798	82.521	82.243	81.965
0.014000	945	945	946	2018.03.17 01:00	2018.03.17 01:00	2018.03.17 02:00	2018.03.16 18:00	2018.03.16 18:00	2018.03.16 19:00	82.026	82.026	82.020	83.013	82.725	82.436	82.147	81.859
0.066000	951	951	952	2018.03.19 07:00	2018.03.19 07:00	2018.03.19 08:00	2018.03.19 00:00	2018.03.19 00:00	2018.03.19 01:00	81.798	81.798	81.730	82.700	82.430	82.160	81.890	81.620
0.042000	953	953	954	2018.03.19 09:00	2018.03.19 09:00	2018.03.19 10:00	2018.03.19 02:00	2018.03.19 02:00	2018.03.19 03:00	81.771	81.771	81.706	82.647	82.369	82.091	81.814	81.536
0.063000	956	956	957	2018.03.19 12:00	2018.03.19 12:00	2018.03.19 13:00	2018.03.19 05:00	2018.03.19 05:00	2018.03.19 06:00	81.531	81.531	81.482	82.459	82.202	81.945	81.687	81.430
0.513000	959	965	969	2018.03.19 15:00	2018.03.19 21:00	2018.03.20 01:00	2018.03.19 08:00	2018.03.19 14:00	2018.03.19 18:00	81.349	81.806	81.514	82.047	81.850	81.653	81.456	81.259
0.609000	970	988	994	2018.03.20 02:00	2018.03.20 20:00	2018.03.21 02:00	2018.03.19 19:00	2018.03.20 13:00	2018.03.20 19:00	81.585	82.121	81.736	82.108	81.969	81.831	81.692	81.553
0.227000	995	1008	1010	2018.03.21 03:00	2018.03.21 16:00	2018.03.21 18:00	2018.03.20 20:00	2018.03.21 09:00	2018.03.21 11:00	81.804	81.956	81.728	82.056	81.974	81.892	81.810	81.728
0.001000	1012	1012	1013	2018.03.21 20:00	2018.03.21 20:00	2018.03.21 21:00	2018.03.21 13:00	2018.03.21 13:00	2018.03.21 14:00	81.698	81.698	81.581	82.004	81.925	81.845	81.765	81.686
0.837000	1014	1025	1027	2018.03.21 22:00	2018.03.22 09:00	2018.03.22 11:00	2018.03.21 15:00	2018.03.22 02:00	2018.03.22 04:00	81.586	82.362	81.915	82.481	82.224	81.967	81.710	81.453
0.143000	1030	1031	1033	2018.03.22 14:00	2018.03.22 15:00	2018.03.22 17:00	2018.03.22 07:00	2018.03.22 08:00	2018.03.22 10:00	81.899	81.993	81.900	82.477	82.232	81.987	81.742	81.496
