source = 44_1.14_file-io.AUDJPY.Period-H1.Days-1900.Bars-45600.20180511_181322.csv (C:\WORKS_2\WS\WS_Others\prog\D-7\2_2\VIRTUAL\Admin_Projects\curr\data\csv)
Max	idx_Start	idxOf_SumMax	idx(when ended)	dateTime_Local(started)	dateTime_Local(max)	dateTime_Local(ended)	dateTime(started)	dateTime(max)	dateTime(ended)	price_Close(started)	price_Close(max)	price_Close(ended)	BB_2S(max)	BB_1S(max)	BB_Main(max)	BB_M1S(max)	BB_M2S(max)
0.129000	1034	1034	1035	2018.03.22 18:00	2018.03.22 18:00	2018.03.22 19:00	2018.03.22 11:00	2018.03.22 11:00	2018.03.22 12:00	82.033	82.033	81.608	82.426	82.233	82.039	81.846	81.652
0.043000	1036	1036	1037	2018.03.22 20:00	2018.03.22 20:00	2018.03.22 21:00	2018.03.22 13:00	2018.03.22 13:00	2018.03.22 14:00	81.652	81.652	81.609	82.462	82.242	82.021	81.800	81.580
0.030000	1040	1040	1041	2018.03.23 00:00	2018.03.23 00:00	2018.03.23 01:00	2018.03.22 17:00	2018.03.22 17:00	2018.03.22 18:00	81.306	81.306	81.049	82.564	82.227	81.889	81.551	81.213
0.567000	1042	1043	1045	2018.03.23 02:00	2018.03.23 03:00	2018.03.23 05:00	2018.03.22 19:00	2018.03.22 20:00	2018.03.22 22:00	81.408	81.621	81.215	82.420	82.082	81.744	81.405	81.067
0.088000	1047	1047	1048	2018.03.23 07:00	2018.03.23 07:00	2018.03.23 08:00	2018.03.23 00:00	2018.03.23 00:00	2018.03.23 01:00	81.047	81.047	80.705	82.221	81.885	81.550	81.214	80.879
0.261000	1049	1052	1053	2018.03.23 09:00	2018.03.23 12:00	2018.03.23 13:00	2018.03.23 02:00	2018.03.23 05:00	2018.03.23 06:00	80.768	80.972	80.794	82.014	81.647	81.280	80.913	80.545
0.025000	1054	1054	1055	2018.03.23 14:00	2018.03.23 14:00	2018.03.23 15:00	2018.03.23 07:00	2018.03.23 07:00	2018.03.23 08:00	80.820	80.820	80.784	81.784	81.474	81.164	80.854	80.544
0.309000	1056	1057	1059	2018.03.23 16:00	2018.03.23 17:00	2018.03.23 19:00	2018.03.23 09:00	2018.03.23 10:00	2018.03.23 12:00	80.889	81.095	80.891	81.567	81.313	81.059	80.805	80.550
0.430000	1060	1064	1065	2018.03.23 20:00	2018.03.24 00:00	2018.03.24 01:00	2018.03.23 13:00	2018.03.23 17:00	2018.03.23 18:00	81.023	81.321	80.926	81.313	81.144	80.976	80.808	80.639
0.277000	1066	1067	1068	2018.03.24 02:00	2018.03.24 03:00	2018.03.24 04:00	2018.03.23 19:00	2018.03.23 20:00	2018.03.23 21:00	80.988	81.206	80.835	81.305	81.137	80.970	80.803	80.636
1.265000	1071	1097	1116	2018.03.26 07:00	2018.03.27 09:00	2018.03.28 04:00	2018.03.26 00:00	2018.03.27 02:00	2018.03.27 21:00	80.607	81.844	81.119	81.829	81.589	81.350	81.110	80.871
0.392000	1119	1125	1129	2018.03.28 07:00	2018.03.28 13:00	2018.03.28 17:00	2018.03.28 00:00	2018.03.28 06:00	2018.03.28 10:00	80.930	81.249	80.796	81.786	81.537	81.288	81.039	80.790
1.127000	1130	1141	1209	2018.03.28 18:00	2018.03.29 05:00	2018.04.03 01:00	2018.03.28 11:00	2018.03.28 22:00	2018.04.02 18:00	80.847	81.919	81.156	81.960	81.649	81.337	81.025	80.714
0.056000	1210	1210	1211	2018.04.03 02:00	2018.04.03 02:00	2018.04.03 03:00	2018.04.02 19:00	2018.04.02 19:00	2018.04.02 20:00	81.214	81.214	80.882	81.907	81.753	81.599	81.445	81.292
0.276000	1212	1213	1217	2018.04.03 04:00	2018.04.03 05:00	2018.04.03 09:00	2018.04.02 21:00	2018.04.02 22:00	2018.04.03 02:00	81.006	81.156	80.961	82.006	81.752	81.497	81.242	80.987
1.191000	1218	1245	1249	2018.04.03 10:00	2018.04.04 13:00	2018.04.04 17:00	2018.04.03 03:00	2018.04.04 06:00	2018.04.04 10:00	81.124	82.148	81.526	82.135	81.981	81.826	81.671	81.517
0.008000	1250	1250	1251	2018.04.04 18:00	2018.04.04 18:00	2018.04.04 19:00	2018.04.04 11:00	2018.04.04 11:00	2018.04.04 12:00	81.533	81.533	81.426	82.215	82.046	81.877	81.708	81.539
1.198000	1252	1281	1308	2018.04.04 20:00	2018.04.06 01:00	2018.04.07 04:00	2018.04.04 13:00	2018.04.05 18:00	2018.04.06 21:00	81.446	82.622	81.944	82.598	82.486	82.373	82.261	82.148
0.136000	1309	1310	1311	2018.04.07 05:00	2018.04.07 06:00	2018.04.09 07:00	2018.04.06 22:00	2018.04.06 23:00	2018.04.09 00:00	82.042	82.078	81.997	82.668	82.496	82.324	82.153	81.981
0.364000	1312	1320	1321	2018.04.09 08:00	2018.04.09 16:00	2018.04.09 17:00	2018.04.09 01:00	2018.04.09 09:00	2018.04.09 10:00	82.062	82.379	82.164	82.525	82.371	82.217	82.062	81.908
0.495000	1325	1329	1332	2018.04.09 21:00	2018.04.10 01:00	2018.04.10 04:00	2018.04.09 14:00	2018.04.09 18:00	2018.04.09 21:00	82.030	82.517	82.258	82.459	82.320	82.180	82.041	81.902
0.121000	1334	1335	1336	2018.04.10 06:00	2018.04.10 07:00	2018.04.10 08:00	2018.04.09 23:00	2018.04.10 00:00	2018.04.10 01:00	82.203	82.217	82.142	82.503	82.364	82.225	82.086	81.946
0.046000	1337	1337	1338	2018.04.10 09:00	2018.04.10 09:00	2018.04.10 10:00	2018.04.10 02:00	2018.04.10 02:00	2018.04.10 03:00	82.190	82.190	82.093	82.488	82.350	82.213	82.075	81.938
1.974000	1339	1420	1463	2018.04.10 11:00	2018.04.13 20:00	2018.04.17 15:00	2018.04.10 04:00	2018.04.13 13:00	2018.04.17 08:00	82.492	84.011	83.135	84.044	83.747	83.450	83.153	82.856
0.147000	1464	1465	1470	2018.04.17 16:00	2018.04.17 17:00	2018.04.17 22:00	2018.04.17 09:00	2018.04.17 10:00	2018.04.17 15:00	83.230	83.284	83.160	83.463	83.375	83.286	83.198	83.110
0.095000	1471	1472	1473	2018.04.17 23:00	2018.04.18 00:00	2018.04.18 01:00	2018.04.17 16:00	2018.04.17 17:00	2018.04.17 18:00	83.204	83.251	83.187	83.386	83.313	83.239	83.166	83.093
0.025000	1475	1475	1476	2018.04.18 03:00	2018.04.18 03:00	2018.04.18 04:00	2018.04.17 20:00	2018.04.17 20:00	2018.04.17 21:00	83.137	83.137	83.124	83.333	83.270	83.208	83.145	83.083
0.026000	1477	1478	1479	2018.04.18 05:00	2018.04.18 06:00	2018.04.18 07:00	2018.04.17 22:00	2018.04.17 23:00	2018.04.18 00:00	83.142	83.147	83.143	83.278	83.230	83.183	83.135	83.088
0.021000	1480	1480	1481	2018.04.18 08:00	2018.04.18 08:00	2018.04.18 09:00	2018.04.18 01:00	2018.04.18 01:00	2018.04.18 02:00	83.164	83.164	83.124	83.277	83.229	83.181	83.132	83.084
0.275000	1482	1487	1488	2018.04.18 10:00	2018.04.18 15:00	2018.04.18 16:00	2018.04.18 03:00	2018.04.18 08:00	2018.04.18 09:00	83.225	83.402	83.248	83.388	83.301	83.214	83.127	83.041
0.740000	1491	1510	1520	2018.04.18 19:00	2018.04.19 14:00	2018.04.20 00:00	2018.04.18 12:00	2018.04.19 07:00	2018.04.19 17:00	83.144	83.860	83.453	83.818	83.644	83.470	83.296	83.122
0.048000	1524	1525	1529	2018.04.20 04:00	2018.04.20 05:00	2018.04.20 09:00	2018.04.19 21:00	2018.04.19 22:00	2018.04.20 02:00	82.955	82.991	82.948	84.092	83.796	83.500	83.204	82.909
0.179000	1530	1531	1532	2018.04.20 10:00	2018.04.20 11:00	2018.04.20 12:00	2018.04.20 03:00	2018.04.20 04:00	2018.04.20 05:00	83.014	83.125	83.033	83.938	83.617	83.296	82.975	82.654
0.036000	1534	1534	1535	2018.04.20 14:00	2018.04.20 14:00	2018.04.20 15:00	2018.04.20 07:00	2018.04.20 07:00	2018.04.20 08:00	83.063	83.063	83.035	83.755	83.476	83.197	82.917	82.638
0.051000	1538	1538	1539	2018.04.20 18:00	2018.04.20 18:00	2018.04.20 19:00	2018.04.20 11:00	2018.04.20 11:00	2018.04.20 12:00	82.907	82.907	82.813	83.381	83.216	83.050	82.885	82.719
0.025000	1540	1540	1542	2018.04.20 20:00	2018.04.20 20:00	2018.04.20 22:00	2018.04.20 13:00	2018.04.20 13:00	2018.04.20 15:00	82.837	82.837	82.731	83.182	83.083	82.985	82.886	82.787
0.088000	1544	1544	1545	2018.04.21 00:00	2018.04.21 00:00	2018.04.21 01:00	2018.04.20 17:00	2018.04.20 17:00	2018.04.20 18:00	82.644	82.644	82.537	83.199	83.057	82.915	82.772	82.630
0.038000	1547	1547	1548	2018.04.21 03:00	2018.04.21 03:00	2018.04.21 04:00	2018.04.20 20:00	2018.04.20 20:00	2018.04.20 21:00	82.522	82.522	82.498	83.236	83.040	82.844	82.647	82.451
0.259000	1549	1558	1561	2018.04.21 05:00	2018.04.23 14:00	2018.04.23 17:00	2018.04.20 22:00	2018.04.23 07:00	2018.04.23 10:00	82.531	82.791	82.614	82.887	82.773	82.658	82.544	82.429
0.141000	1563	1564	1566	2018.04.23 19:00	2018.04.23 20:00	2018.04.23 22:00	2018.04.23 12:00	2018.04.23 13:00	2018.04.23 15:00	82.615	82.716	82.637	82.819	82.727	82.635	82.543	82.451
0.101000	1569	1571	1572	2018.04.24 01:00	2018.04.24 03:00	2018.04.24 04:00	2018.04.23 18:00	2018.04.23 20:00	2018.04.23 21:00	82.686	82.701	82.588	82.795	82.736	82.677	82.618	82.558
0.085000	1573	1573	1576	2018.04.24 05:00	2018.04.24 05:00	2018.04.24 08:00	2018.04.23 22:00	2018.04.23 22:00	2018.04.24 01:00	82.672	82.672	82.649	82.798	82.737	82.676	82.615	82.554
0.037000	1577	1577	1578	2018.04.24 09:00	2018.04.24 09:00	2018.04.24 10:00	2018.04.24 02:00	2018.04.24 02:00	2018.04.24 03:00	82.685	82.685	82.628	82.770	82.717	82.664	82.610	82.557
0.395000	1579	1591	1594	2018.04.24 11:00	2018.04.24 23:00	2018.04.25 02:00	2018.04.24 04:00	2018.04.24 16:00	2018.04.24 19:00	82.703	83.027	82.667	82.952	82.849	82.746	82.643	82.540
0.184000	1596	1600	1603	2018.04.25 04:00	2018.04.25 08:00	2018.04.25 11:00	2018.04.24 21:00	2018.04.25 01:00	2018.04.25 04:00	82.567	82.753	82.598	82.984	82.877	82.770	82.662	82.555
0.094000	1605	1605	1606	2018.04.25 13:00	2018.04.25 13:00	2018.04.25 14:00	2018.04.25 06:00	2018.04.25 06:00	2018.04.25 07:00	82.686	82.686	82.586	82.991	82.871	82.752	82.632	82.512
0.147000	1607	1611	1612	2018.04.25 15:00	2018.04.25 19:00	2018.04.25 20:00	2018.04.25 08:00	2018.04.25 12:00	2018.04.25 13:00	82.624	82.732	82.632	82.859	82.772	82.684	82.597	82.509
0.042000	1614	1614	1615	2018.04.25 22:00	2018.04.25 22:00	2018.04.25 23:00	2018.04.25 15:00	2018.04.25 15:00	2018.04.25 16:00	82.604	82.604	82.508	82.789	82.722	82.654	82.587	82.519
0.355000	1616	1627	1633	2018.04.26 00:00	2018.04.26 11:00	2018.04.26 17:00	2018.04.25 17:00	2018.04.26 04:00	2018.04.26 10:00	82.641	82.864	82.663	82.875	82.784	82.693	82.601	82.510
0.132000	1634	1636	1637	2018.04.26 18:00	2018.04.26 20:00	2018.04.26 21:00	2018.04.26 11:00	2018.04.26 13:00	2018.04.26 14:00	82.697	82.794	82.640	82.875	82.814	82.753	82.692	82.631
0.094000	1638	1638	1640	2018.04.26 22:00	2018.04.26 22:00	2018.04.27 00:00	2018.04.26 15:00	2018.04.26 15:00	2018.04.26 17:00	82.733	82.733	82.618	82.866	82.812	82.758	82.704	82.650
0.023000	1643	1643	1644	2018.04.27 03:00	2018.04.27 03:00	2018.04.27 04:00	2018.04.26 20:00	2018.04.26 20:00	2018.04.26 21:00	82.603	82.603	82.577	82.893	82.811	82.729	82.646	82.564
0.066000	1647	1648	1649	2018.04.27 07:00	2018.04.27 08:00	2018.04.27 09:00	2018.04.27 00:00	2018.04.27 01:00	2018.04.27 02:00	82.565	82.609	82.567	82.842	82.756	82.669	82.583	82.496
0.076000	1652	1652	1654	2018.04.27 12:00	2018.04.27 12:00	2018.04.27 14:00	2018.04.27 05:00	2018.04.27 05:00	2018.04.27 07:00	82.497	82.497	82.447	82.784	82.698	82.613	82.528	82.443
0.335000	1656	1672	1676	2018.04.27 16:00	2018.04.30 08:00	2018.04.30 12:00	2018.04.27 09:00	2018.04.30 01:00	2018.04.30 05:00	82.476	82.680	82.508	82.720	82.645	82.569	82.494	82.418
0.124000	1677	1679	1680	2018.04.30 13:00	2018.04.30 15:00	2018.04.30 16:00	2018.04.30 06:00	2018.04.30 08:00	2018.04.30 09:00	82.545	82.634	82.535	82.703	82.654	82.604	82.554	82.504
0.011000	1681	1681	1682	2018.04.30 17:00	2018.04.30 17:00	2018.04.30 18:00	2018.04.30 10:00	2018.04.30 10:00	2018.04.30 11:00	82.548	82.548	82.481	82.706	82.653	82.600	82.547	82.495
0.075000	1683	1683	1684	2018.04.30 19:00	2018.04.30 19:00	2018.04.30 20:00	2018.04.30 12:00	2018.04.30 12:00	2018.04.30 13:00	82.556	82.556	82.480	82.707	82.650	82.592	82.535	82.477
0.017000	1685	1685	1687	2018.04.30 21:00	2018.04.30 21:00	2018.04.30 23:00	2018.04.30 14:00	2018.04.30 14:00	2018.04.30 16:00	82.497	82.497	82.458	82.716	82.651	82.586	82.522	82.457
0.139000	1688	1688	1689	2018.05.01 00:00	2018.05.01 00:00	2018.05.01 01:00	2018.04.30 17:00	2018.04.30 17:00	2018.04.30 18:00	82.596	82.596	82.433	82.715	82.644	82.574	82.503	82.432
0.002000	1691	1691	1692	2018.05.01 03:00	2018.05.01 03:00	2018.05.01 04:00	2018.04.30 20:00	2018.04.30 20:00	2018.04.30 21:00	82.350	82.350	82.295	82.708	82.620	82.531	82.442	82.353
0.023000	1694	1694	1696	2018.05.01 06:00	2018.05.01 06:00	2018.05.01 08:00	2018.04.30 23:00	2018.04.30 23:00	2018.05.01 01:00	82.309	82.309	82.270	82.691	82.585	82.479	82.372	82.266
0.220000	1697	1703	1704	2018.05.01 09:00	2018.05.01 15:00	2018.05.01 16:00	2018.05.01 02:00	2018.05.01 08:00	2018.05.01 09:00	82.331	82.483	82.352	82.584	82.493	82.402	82.311	82.220
0.115000	1707	1707	1708	2018.05.01 19:00	2018.05.01 19:00	2018.05.01 20:00	2018.05.01 12:00	2018.05.01 12:00	2018.05.01 13:00	82.399	82.399	82.333	82.544	82.459	82.374	82.289	82.203
0.021000	1710	1710	1711	2018.05.01 22:00	2018.05.01 22:00	2018.05.01 23:00	2018.05.01 15:00	2018.05.01 15:00	2018.05.01 16:00	82.330	82.330	82.144	82.489	82.421	82.353	82.286	82.218
0.200000	1713	1718	1722	2018.05.02 01:00	2018.05.02 06:00	2018.05.02 10:00	2018.05.01 18:00	2018.05.01 23:00	2018.05.02 03:00	82.137	82.289	82.155	82.542	82.422	82.302	82.182	82.062
0.430000	1723	1729	1735	2018.05.02 11:00	2018.05.02 17:00	2018.05.02 23:00	2018.05.02 04:00	2018.05.02 10:00	2018.05.02 16:00	82.171	82.592	82.315	82.506	82.384	82.261	82.139	82.016
0.124000	1736	1736	1739	2018.05.03 00:00	2018.05.03 00:00	2018.05.03 03:00	2018.05.02 17:00	2018.05.02 17:00	2018.05.02 20:00	82.440	82.440	82.366	82.593	82.473	82.353	82.233	82.112
0.040000	1740	1740	1741	2018.05.03 04:00	2018.05.03 04:00	2018.05.03 05:00	2018.05.02 21:00	2018.05.02 21:00	2018.05.02 22:00	82.404	82.404	82.335	82.604	82.491	82.378	82.265	82.153
0.095000	1743	1743	1745	2018.05.03 07:00	2018.05.03 07:00	2018.05.03 09:00	2018.05.03 00:00	2018.05.03 00:00	2018.05.03 02:00	82.309	82.309	82.233	82.564	82.481	82.399	82.316	82.234
0.327000	1746	1755	1757	2018.05.03 10:00	2018.05.03 19:00	2018.05.03 21:00	2018.05.03 03:00	2018.05.03 12:00	2018.05.03 14:00	82.243	82.566	82.316	82.584	82.492	82.401	82.309	82.217
0.048000	1759	1759	1760	2018.05.03 23:00	2018.05.03 23:00	2018.05.04 00:00	2018.05.03 16:00	2018.05.03 16:00	2018.05.03 17:00	82.246	82.246	81.820	82.592	82.485	82.379	82.272	82.166
0.520000	1761	1774	1778	2018.05.04 01:00	2018.05.04 14:00	2018.05.04 18:00	2018.05.03 18:00	2018.05.04 07:00	2018.05.04 11:00	81.928	82.356	81.989	82.543	82.388	82.234	82.079	81.924
0.027000	1779	1779	1780	2018.05.04 19:00	2018.05.04 19:00	2018.05.04 20:00	2018.05.04 12:00	2018.05.04 12:00	2018.05.04 13:00	82.017	82.017	81.931	82.448	82.310	82.172	82.034	81.896
0.047000	1781	1782	1783	2018.05.04 21:00	2018.05.04 22:00	2018.05.04 23:00	2018.05.04 14:00	2018.05.04 15:00	2018.05.04 16:00	81.942	81.977	81.950	82.433	82.301	82.170	82.038	81.906
0.311000	1784	1787	1792	2018.05.05 00:00	2018.05.05 03:00	2018.05.07 08:00	2018.05.04 17:00	2018.05.04 20:00	2018.05.07 01:00	82.080	82.260	82.180	82.428	82.288	82.148	82.008	81.868
0.150000	1796	1796	1797	2018.05.07 12:00	2018.05.07 12:00	2018.05.07 13:00	2018.05.07 05:00	2018.05.07 05:00	2018.05.07 06:00	82.160	82.160	82.077	82.310	82.204	82.098	81.991	81.885
0.025000	1798	1799	1801	2018.05.07 14:00	2018.05.07 15:00	2018.05.07 17:00	2018.05.07 07:00	2018.05.07 08:00	2018.05.07 10:00	82.090	82.102	82.072	82.308	82.207	82.105	82.004	81.902
0.024000	1802	1802	1803	2018.05.07 18:00	2018.05.07 18:00	2018.05.07 19:00	2018.05.07 11:00	2018.05.07 11:00	2018.05.07 12:00	82.095	82.095	82.056	82.284	82.205	82.126	82.046	81.967
0.187000	1807	1808	1811	2018.05.07 23:00	2018.05.08 00:00	2018.05.08 03:00	2018.05.07 16:00	2018.05.07 17:00	2018.05.07 20:00	82.037	82.155	82.041	82.235	82.163	82.091	82.019	81.947
0.087000	1814	1816	1817	2018.05.08 06:00	2018.05.08 08:00	2018.05.08 09:00	2018.05.07 23:00	2018.05.08 01:00	2018.05.08 02:00	82.001	81.987	81.919	82.165	82.104	82.043	81.983	81.922
0.037000	1820	1820	1821	2018.05.08 12:00	2018.05.08 12:00	2018.05.08 13:00	2018.05.08 05:00	2018.05.08 05:00	2018.05.08 06:00	81.767	81.767	81.699	82.201	82.096	81.992	81.887	81.783
0.206000	1822	1823	1825	2018.05.08 14:00	2018.05.08 15:00	2018.05.08 17:00	2018.05.08 07:00	2018.05.08 08:00	2018.05.08 10:00	81.753	81.906	81.646	82.197	82.073	81.949	81.824	81.700
0.089000	1828	1830	1831	2018.05.08 20:00	2018.05.08 22:00	2018.05.08 23:00	2018.05.08 13:00	2018.05.08 15:00	2018.05.08 16:00	81.262	81.308	81.238	82.269	82.000	81.731	81.461	81.192
0.105000	1832	1832	1833	2018.05.09 00:00	2018.05.09 00:00	2018.05.09 01:00	2018.05.08 17:00	2018.05.08 17:00	2018.05.08 18:00	81.344	81.344	81.262	82.222	81.941	81.659	81.378	81.096
0.032000	1834	1834	1835	2018.05.09 02:00	2018.05.09 02:00	2018.05.09 03:00	2018.05.08 19:00	2018.05.08 19:00	2018.05.08 20:00	81.293	81.293	81.215	82.150	81.869	81.589	81.309	81.028
0.115000	1836	1838	1841	2018.05.09 04:00	2018.05.09 06:00	2018.05.09 09:00	2018.05.08 21:00	2018.05.08 23:00	2018.05.09 02:00	81.222	81.332	81.197	81.928	81.692	81.455	81.218	80.981

